popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,Nothing But the Truth,Kate Beckinsale|Matt Dillon|Angela Bassett|Alan Alda|Preston Bailey,108,Drama|Thriller,2008-12-19,2008,11647046,189089,-11457957,Kate Beckinsale
0,Appaloosa,Viggo Mortensen|Ed Harris|RenÃ©e Zellweger|Jeremy Irons|Timothy Spall,115,Drama|Western|Crime,2008-09-26,2008,20255732,20469829,214097,Viggo Mortensen
0,The Informers,Billy Bob Thornton|Kim Basinger|Mickey Rourke|Winona Ryder|Jon Foster,98,Action|Adventure|Crime|Drama|Thriller,2008-11-05,2008,18230159,387060,-17843099,Billy Bob Thornton
0,The Happening,Mark Wahlberg|Zooey Deschanel|John Leguizamo|Spencer Breslin|Betty Buckley,91,Thriller|Science Fiction,2008-06-11,2008,60767198,165493183,104725985,Mark Wahlberg
0,Doomsday,Rhona Mitra|Bob Hoskins|Malcolm McDowell|Alexander Siddig|David O'Hara,105,Action|Thriller|Science Fiction,2008-03-14,2008,30383599,22495435,-7888164,Rhona Mitra
0,The Secret of Moonacre,Ioan Gruffudd|Dakota Blue Richards|Tim Curry|Augustus Prew|Natascha McElhone,103,Adventure|Fantasy|Drama|Science Fiction|Romance,2008-09-06,2008,12153439,7160735,-4992704,Ioan Gruffudd
0,Vals Im Bashir,Ari Folman|Ron Ben-Yishai|Dror Harazi|Ronny Dayag,90,Drama|Animation|War,2008-06-04,2008,2025573,11268111,9242538,Ari Folman
0,Sex and the City,Sarah Jessica Parker|Kim Cattrall|Cynthia Nixon|Kristin Davis|Chris Noth,145,Comedy|Drama|Romance,2008-05-12,2008,65831131,420562471,354731340,Sarah Jessica Parker
0,The Rocker,Rainn Wilson|Josh Gad|Christina Applegate|Emma Stone|Teddy Geiger,102,Comedy|Music,2008-08-20,2008,15191799,8874937,-6316862,Rainn Wilson
0,The Tale of Despereaux,Matthew Broderick|Dustin Hoffman|Emma Watson|Tracey Ullman|Kevin Kline,100,Animation|Comedy|Family,2008-10-29,2008,60767198,51527692,-9239506,Matthew Broderick
0,Superhero Movie,Drake Bell|Sara Paxton|Leslie Nielsen|Christopher McDonald|Jeffrey Tambor,85,Action|Comedy|Science Fiction,2008-03-27,2008,35447532,26202647,-9244885,Drake Bell
0,The Secret Life of Bees,Dakota Fanning|Queen Latifah|Jennifer Hudson|Sophie Okonedo|Alicia Keys,114,Adventure|Drama,2008-09-17,2008,11140652,38592634,27451982,Dakota Fanning
0,The Other Man,Romola Garai|Antonio Banderas|Laura Linney|Liam Neeson|Abigail Canton,90,Drama|Thriller|Mystery|Romance,2008-12-25,2008,15191799,1158482,-14033317,Romola Garai
0,Beverly Hills Chihuahua,Drew Barrymore|Piper Perabo|Andy GarcÃ­a|George Lopez|Paul RodrÃ­guez,91,Adventure|Comedy|Family,2008-10-03,2008,20255732,151190415,130934683,Drew Barrymore
0,Revolutionary Road,Leonardo DiCaprio|Kate Winslet|Michael Shannon|David Harbour|Kathryn Hahn,119,Drama|Romance,2008-12-19,2008,35447532,76187576,40740044,Leonardo DiCaprio
0,Sunshine Cleaning,Amy Adams|Emily Blunt|Alan Arkin|Mary Lynn Rajskub|Eric Christian Olsen,102,Comedy|Drama,2008-01-18,2008,5063933,16381192,11317259,Amy Adams
0,Ong Bak 2,Tony Jaa|Sarunyu Wongkrachang|à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ|Primorata Dejudom,98,Adventure|Action|Thriller,2008-12-04,2008,8608686,9050932,442246,Tony Jaa
0,Pride and Glory,Edward Norton|Jon Voight|Colin Farrell|Noah Emmerich|Jennifer Ehle,130,Thriller|Crime|Drama,2008-09-09,2008,30383599,31546610,1163011,Edward Norton
0,"Surfer, Dude",Matthew McConaughey|Jeffrey Nordling|Willie Nelson|Woody Harrelson|Zachary Knighton,85,Comedy,2008-09-05,2008,6076719,70385,-6006334,Matthew McConaughey
0,Baby Mama,Tina Fey|Amy Poehler|Dax Shepard|Sigourney Weaver|Greg Kinnear,99,Comedy,2008-04-23,2008,30383599,64649663,34266064,Tina Fey
0,College,Drake Bell|Andrew Caldwell|Andree Moss|Carolyn Moss|Wendy Talley,94,Comedy,2008-08-28,2008,7089506,6309940,-779566,Drake Bell
0,Brideshead Revisited,Matthew Goode|Ben Whishaw|Hayley Atwell|Emma Thompson|Michael Gambon,133,Drama|Romance,2008-07-25,2008,20255732,13373129,-6882603,Matthew Goode
0,The Brothers Bloom,Rachel Weisz|Adrien Brody|Mark Ruffalo|Rinko Kikuchi|Robbie Coltrane,114,Adventure|Comedy|Drama|Romance,2008-09-09,2008,20255732,5601483,-14654249,Rachel Weisz
0,Meet Dave,Eddie Murphy|Elizabeth Banks|Gabrielle Union|Scott Caan|Ed Helms,90,Comedy|Science Fiction|Adventure|Family,2008-07-08,2008,60767198,51297723,-9469475,Eddie Murphy
0,Quarantine,Jennifer Carpenter|Steve Harris|Jay Hernandez|Johnathon Schaech|Columbus Short,89,Horror|Science Fiction|Thriller,2008-10-10,2008,12153439,41377822,29224383,Jennifer Carpenter
0,Justice League: The New Frontier,David Boreanaz|Neil Patrick Harris|Brooke Shields|Jeremy Sisto|Kyle MacLachlan,75,Action|Adventure|Animation|Science Fiction,2008-02-26,2008,3544753,5298016,1753263,David Boreanaz
0,Two Lovers,Joaquin Phoenix|Gwyneth Paltrow|Isabella Rossellini|Vinessa Shaw|Moni Moshonov,110,Drama|Romance,2008-11-19,2008,12153439,3188436,-8965003,Joaquin Phoenix
0,Passengers,Anne Hathaway|Patrick Wilson|Andre Braugher|Dianne Wiest|David Morse,93,Drama|Mystery|Thriller|Romance,2008-09-26,2008,25319665,2025573,-23294092,Anne Hathaway
0,The Sisterhood of the Traveling Pants 2,Alexis Bledel|Amber Tamblyn|America Ferrera|Blake Lively|Rachel Nichols,117,Adventure|Comedy|Drama|Family,2008-08-06,2008,27345239,44919535,17574296,Alexis Bledel
0,The Express,Rob Brown|Dennis Quaid|Darrin Henson|Charles S. Dutton|Aunjanue Ellis,130,Drama,2008-10-10,2008,40511465,9918721,-30592744,Rob Brown
0,Surveillance,Julia Ormond|Bill Pullman|Pell James|Caroline Aaron|Hugh Dillon,97,Thriller,2008-02-08,2008,3544753,1129756,-2414997,Julia Ormond
0,The Women,Cloris Leachman|India Ennenga|Annette Bening|Eva Mendes|Debra Messing,114,Comedy|Drama|Romance,2008-09-12,2008,16204586,50646974,34442388,Cloris Leachman
0,Gong fu guan lan,Jay Chou|Charlene Choi|Eric Tsang|Wang Gang|Chen Bolin,100,Action|Adventure|Comedy,2008-02-07,2008,10127866,23189500,13061634,Jay Chou
0,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,Konstantin Khabenskiy|Elizaveta Boyarskaya|Sergei Bezrukov|Anna Kovalchuk|Egor Beroev,123,Action|Drama|History|War,2008-06-06,2008,2025573,38623507,36597934,Konstantin Khabenskiy
0,Space Chimps,Andy Samberg|Cheryl Hines|Jeff Daniels|Stanley Tucci|Patrick Warburton,81,Animation|Family,2008-07-17,2008,37473105,64616136,27143031,Andy Samberg
0,Lakeview Terrace,Samuel L. Jackson|Patrick Wilson|Kerry Washington|Ron Glass|Justin Chambers,110,Drama|Crime|Thriller,2008-09-19,2008,20255732,27993450,7737718,Samuel L. Jackson
0,Jodhaa Akbar,Hrithik Roshan|Aishwarya Rai Bachchan|Sonu Sood|Kulbhushan Kharbanda|Rajesh Vivek,213,Action|Adventure|Drama|Foreign|History,2008-02-15,2008,8483911,13166226,4682315,Hrithik Roshan
0,Choke,Anjelica Huston|Kelly Macdonald|Sam Rockwell|Clark Gregg|Brad William Henke,92,Comedy|Drama,2008-09-26,2008,3038359,3879111,840752,Anjelica Huston
0,"War, Inc.",John Cusack|Hilary Duff|Marisa Tomei|Joan Cusack|Dan Aykroyd,106,Action|Adventure|Comedy|Thriller,2008-04-28,2008,5063933,1312757,-3751176,John Cusack
0,The Wackness,Ben Kingsley|Famke Janssen|Josh Peck|Olivia Thirlby|Mary-Kate Olsen,99,Drama,2008-07-03,2008,6076719,2937055,-3139664,Ben Kingsley
0,What Just Happened,Bruce Willis|Robert De Niro|Sean Penn|Robin Wright|Stanley Tucci,104,Comedy|Drama,2008-10-17,2008,25319665,6758752,-18560913,Bruce Willis
0,Assassination of a High School President,Mischa Barton|Reece Thompson|Bruce Willis|Michael Rapaport|Kathryn Morris,93,Comedy|Crime|Mystery|Thriller,2008-01-17,2008,11647046,70453,-11576593,Mischa Barton
0,Disaster Movie,Matt Lanter|Vanessa Lachey|Nicole Ari Parker|Crista Flanagan|Gary 'G. Thang' Johnson,87,Action|Comedy,2008-08-29,2008,25319665,14289694,-11029971,Matt Lanter
0,Miracle at St. Anna,Derek Luke|Michael Ealy|Laz Alonso|John Turturro|Valentina Cervi,160,Thriller|Drama|Action|Crime|War,2008-09-15,2008,45575398,9443053,-36132345,Derek Luke
0,My Best Friend's Girl,Dane Cook|Kate Hudson|Alec Baldwin|Jason Biggs|Diora Baird,101,Comedy,2008-09-19,2008,20255732,37088761,16833029,Dane Cook
0,Paris,Juliette Binoche|Romain Duris|Fabrice Luchini|Albert Dupontel|FranÃ§ois Cluzet,130,Drama,2008-01-19,2008,19242946,23851125,4608179,Juliette Binoche
0,The Midnight Meat Train,Bradley Cooper|Vinnie Jones|Brooke Shields|Leslie Bibb|Roger Bart,98,Mystery|Drama|Crime|Thriller|Horror,2008-08-07,2008,15191799,3578405,-11613394,Bradley Cooper
0,Mutant Chronicles,Ron Perlman|Thomas Jane|Devon Aoki|Sean Pertwee|Benno FÃ¼rmann,111,Action|Adventure|Horror|Science Fiction,2008-08-07,2008,8102293,2059162,-6043131,Ron Perlman
0,Swing Vote,Kevin Costner|Madeline Carroll|Paula Patton|Kelsey Grammer|Dennis Hopper,120,Drama|Comedy,2008-08-01,2008,21268519,17825044,-3443475,Kevin Costner
0,W.,Josh Brolin|Elizabeth Banks|Ellen Burstyn|Ioan Gruffudd|Thandie Newton,131,Drama|History,2008-10-17,2008,25420944,29883752,4462808,Josh Brolin
0,Fireproof,Kirk Cameron|Erin Bethea|Ken Bevel|Stephen Dervan|Eric Young,122,Drama,2008-09-26,2008,506393,33884110,33377717,Kirk Cameron
0,Smart People,Dennis Quaid|Sarah Jessica Parker|Ellen Page|Thomas Haden Church|Ashton Holmes,95,Comedy|Drama|Romance,2008-04-11,2008,7089506,10705118,3615612,Dennis Quaid
0,Nim's Island,Abigail Breslin|Jodie Foster|Gerard Butler|Michael Carman|Mark Brady,96,Adventure|Comedy|Family|Fantasy,2008-04-03,2008,37473105,101355981,63882876,Abigail Breslin
0,Igor,John Cusack|Myleene Klass|Robin Walsh|Matt McKenna|John Cleese,87,Animation|Comedy|Family|Fantasy,2008-09-19,2008,25319665,30383599,5063934,John Cusack
0,How to Lose Friends & Alienate People,Kelan Pannell|Janette Scott|Simon Pegg|Megan Fox|Gillian Anderson,110,Comedy|Romance|Drama,2008-10-02,2008,27345239,17507332,-9837907,Kelan Pannell
0,Oorlogswinter,Martijn Lakemeier|Melody Klaver|Yorick van Wageningen|Jamie Campbell Bower|Raymond Thiry,103,Drama|History|War,2008-11-17,2008,4051146,536825,-3514321,Martijn Lakemeier
0,While She Was Out,Kim Basinger|Lukas Haas|Craig Sheffer|Luke Gair|Leonard Wu,108,Action|Adventure|Drama|Horror|Thriller,2008-10-27,2008,6076719,396414,-5680305,Kim Basinger
0,Welcome Home Roscoe Jenkins,Martin Lawrence|James Earl Jones|Margaret Avery|Joy Bryant|Cedric the Entertainer,114,Comedy|Drama,2008-02-08,2008,35447532,44208931,8761399,Martin Lawrence
0,Ghajini,Aamir Khan|Asin Thottumkal|Jiah Khan|Pradeep Ram Singh Rawat,183,Action|Drama|Foreign|Mystery|Thriller,2008-12-25,2008,9216358,76971784,67755426,Aamir Khan
0,Dr. Horrible's Sing-Along Blog,Neil Patrick Harris|Nathan Fillion|Felicia Day|Simon Helberg|Nick Towne,42,Adventure|Action|Comedy|Science Fiction|Music,2008-07-15,2008,202557,3,-202554,Neil Patrick Harris
0,Jaane Tu... Ya Jaane Na,Imran Khan|Genelia D'Souza|Manjari Phadnis|Prateik Babbar|Sugandha Garg,155,Drama|Comedy|Romance,2008-07-04,2008,2329409,11241931,8912522,Imran Khan
0,Bottle Shock,Alan Rickman|Chris Pine|Bill Pullman|Rachael Taylor|Freddy RodrÃ­guez,110,Comedy|Drama,2008-08-06,2008,5063933,4092253,-971680,Alan Rickman
0,Julia,Tilda Swinton|Kate del Castillo|Aidan Gould|Bruno Bichir|Horacio Garcia Rojas,138,Drama,2008-02-09,2008,6076719,1316622,-4760097,Tilda Swinton
0,Kismat Konnection,Shahid Kapoor|Vidya Balan|Juhi Chawla|Om Puri|Vishal Malhotra,153,Drama|Comedy|Romance|Foreign,2008-07-18,2008,4233448,11140652,6907204,Shahid Kapoor
0,Sleep Dealer,Leonor Varela|Jacob Vargas|Luis Fernando PeÃ±a,90,Drama|Science Fiction|Thriller,2008-12-10,2008,2531966,108934,-2423032,Leonor Varela
0,The Yellow Handkerchief,William Hurt|Maria Bello|Kristen Stewart|Eddie Redmayne|Veronica Russell,102,Drama|Romance,2008-12-17,2008,15191799,321053,-14870746,William Hurt
0,It's Alive,Bijou Phillips|James Murray|RaphaÃ«l Coleman|Owen Teale|Ty Glaser,80,Horror,2008-08-15,2008,11140652,15698192,4557540,Bijou Phillips
0,Expelled: No Intelligence Allowed,Ben Stein|Richard Dawkins|William Dembski|Paul Zachary Myers,90,Documentary,2008-04-18,2008,3544753,7798457,4253704,Ben Stein
7,Captain America: The First Avenger,Chris Evans|Hugo Weaving|Tommy Lee Jones|Hayley Atwell|Sebastian Stan,124,Action|Adventure|Science Fiction,2011-07-22,2011,135715725,359229613,223513888,Chris Evans
5,Drive,Ryan Gosling|Carey Mulligan|Christina Hendricks|Albert Brooks|Bryan Cranston,100,Drama|Action|Thriller|Crime,2011-01-10,2011,14540970,73844056,59303086,Ryan Gosling
5,Harry Potter and the Deathly Hallows: Part 2,Daniel Radcliffe|Rupert Grint|Emma Watson|Alan Rickman|Maggie Smith,130,Adventure|Family|Fantasy,2011-07-07,2011,121174755,1287183997,1166009242,Daniel Radcliffe
4,Pirates of the Caribbean: On Stranger Tides,Johnny Depp|PenÃ©lope Cruz|Geoffrey Rush|Ian McShane|Kevin McNally,136,Adventure|Action|Fantasy,2011-05-11,2011,368371256,990417500,622046244,Johnny Depp
4,Rise of the Planet of the Apes,Andy Serkis|Karin Konoval|Freida Pinto|James Franco|John Lithgow,105,Thriller|Action|Drama|Science Fiction,2011-08-03,2011,90154017,468083718,377929701,Andy Serkis
4,Thor,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan SkarsgÃ¥rd,115,Adventure|Fantasy|Action,2011-04-21,2011,145409706,430524218,285114512,Chris Hemsworth
3,In Time,Justin Timberlake|Amanda Seyfried|Cillian Murphy|Olivia Wilde|Alex Pettyfer,109,Action|Thriller|Science Fiction,2011-10-27,2011,38775921,168607979,129832058,Justin Timberlake
3,Drive Angry,Nicolas Cage|Amber Heard|William Fichtner|Billy Burke|David Morse,105,Fantasy|Thriller|Action|Crime,2011-02-24,2011,48469902,28046043,-20423859,Nicolas Cage
3,The Mechanic,Jason Statham|Ben Foster|Donald Sutherland|Mini Anden|Tony Goldwyn,93,Action|Thriller|Crime,2011-01-13,2011,38775921,49507940,10732019,Jason Statham
2,Source Code,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga|Russell Peters|Michael Arden,93,Thriller|Science Fiction|Mystery,2011-03-30,2011,31020737,142824028,111803291,Jake Gyllenhaal
2,Mission: Impossible - Ghost Protocol,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,133,Action|Thriller|Adventure,2011-12-07,2011,140562716,673453790,532891074,Tom Cruise
2,"Crazy, Stupid, Love.",Steve Carell|Julianne Moore|Ryan Gosling|Emma Stone|Marisa Tomei,118,Comedy|Drama|Romance,2011-07-29,2011,48469902,138479670,90009768,Steve Carell
2,The Girl with the Dragon Tattoo,Daniel Craig|Rooney Mara|Christopher Plummer|Goran Visnjic|Stellan SkarsgÃ¥rd,158,Thriller|Crime|Mystery|Drama,2011-12-14,2011,87245823,225498881,138253058,Daniel Craig
2,Limitless,Bradley Cooper|Robert De Niro|Abbie Cornish|Andrew Howard|Anna Friel,105,Thriller|Mystery|Science Fiction,2011-03-08,2011,26173747,156896544,130722797,Bradley Cooper
2,Kung Fu Panda 2,Jack Black|Angelina Jolie|Dustin Hoffman|Gary Oldman|Jackie Chan,91,Animation|Family,2011-05-25,2011,145409706,645320794,499911088,Jack Black
2,Just Go With It,Jennifer Aniston|Adam Sandler|Nicole Kidman|Bailee Madison|Griffin Gluck,117,Romance|Comedy,2011-02-10,2011,77551843,208341483,130789640,Jennifer Aniston
2,Horrible Bosses,Jennifer Aniston|Jason Bateman|Charlie Day|Jason Sudeikis|Colin Farrell,98,Comedy|Crime,2011-07-08,2011,33928931,113419570,79490639,Jennifer Aniston
2,Real Steel,Hugh Jackman|Dakota Goyo|Evangeline Lilly|Anthony Mackie|Kevin Durand,127,Action|Science Fiction|Drama,2011-09-28,2011,106633784,290110305,183476521,Hugh Jackman
2,Friends with Benefits,Justin Timberlake|Mila Kunis|Patricia Clarkson|Woody Harrelson|Nolan Gould,109,Comedy,2011-07-21,2011,33928931,145878667,111949736,Justin Timberlake
2,Bad Teacher,Jason Segel|Cameron Diaz|Justin Timberlake|Lucy Punch|Phyllis Smith,92,Comedy,2011-05-16,2011,19387960,209581425,190193465,Jason Segel
2,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.|Jude Law|Jared Harris|Noomi Rapace|Kelly Reilly,129,Adventure|Action|Crime|Mystery,2011-11-22,2011,121174755,324375126,203200371,Robert Downey Jr.
2,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,106,Animation|Family|Adventure|Comedy,2011-06-11,2011,193879608,542719816,348840208,Larry the Cable Guy
2,Green Lantern,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Tim Robbins|Mark Strong,114,Adventure|Action|Thriller|Science Fiction,2011-06-16,2011,193879608,213123295,19243687,Ryan Reynolds
2,The Hangover Part II,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,102,Comedy,2011-05-25,2011,77551843,246669134,169117291,Bradley Cooper
2,No Strings Attached,Natalie Portman|Ashton Kutcher|Greta Gerwig|Kevin Kline|Olivia Thirlby,108,Comedy|Romance,2011-01-12,2011,24234951,143258069,119023118,Natalie Portman
2,The Adventures of Tintin,Jamie Bell|Andy Serkis|Daniel Craig|Nick Frost|Simon Pegg,107,Adventure|Animation|Action|Family|Mystery,2011-10-25,2011,126021745,360557976,234536231,Jamie Bell
2,Bridesmaids,Kristen Wiig|Rose Byrne|Maya Rudolph|Wendi McLendon-Covey|Ellie Kemper,125,Romance|Comedy,2011-04-28,2011,31505436,279558422,248052986,Kristen Wiig
2,Hall Pass,Owen Wilson|Jason Sudeikis|Jenna Fischer|Christina Applegate|Nicky Whelan,105,Comedy,2011-02-25,2011,34898329,80615852,45717523,Owen Wilson
2,Super 8,Joel Courtney|Elle Fanning|Riley Griffiths|Kyle Chandler|Ryan Lee,112,Thriller|Science Fiction|Mystery,2011-06-08,2011,48469902,252136540,203666638,Joel Courtney
1,Sucker Punch,Emily Browning|Abbie Cornish|Jena Malone|Vanessa Hudgens|Jamie Chung,110,Action|Fantasy|Thriller,2011-03-24,2011,79490639,87044675,7554036,Emily Browning
1,Red Riding Hood,Amanda Seyfried|Gary Oldman|Billy Burke|Shiloh Fernandez|Max Irons,100,Thriller,2011-03-11,2011,40714717,86433625,45718908,Amanda Seyfried
1,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,117,Adventure|Fantasy|Romance,2011-03-15,2011,106633784,690378003,583744219,Kristen Stewart
1,Shame,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Alex Manette,100,Drama,2011-10-02,2011,6301087,17152213,10851126,Michael Fassbender
1,Mr. Popper's Penguins,Jim Carrey|Carla Gugino|Madeline Carroll|Angela Lansbury|Ophelia Lovibond,94,Comedy|Family,2011-06-17,2011,53316892,181628117,128311225,Jim Carrey
1,The Tree of Life,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,139,Drama|Fantasy,2011-05-18,2011,31020737,53001087,21980350,Brad Pitt
1,I Am Number Four,Alex Pettyfer|Timothy Olyphant|Teresa Palmer|Dianna Agron|Callan McAuliffe,109,Action|Thriller|Science Fiction|Adventure,2011-02-18,2011,48469902,140071066,91601164,Alex Pettyfer
1,Rio,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jane Lynch|Will.i.am,96,Animation|Adventure|Comedy|Family,2011-04-03,2011,87245823,469804957,382559134,Jesse Eisenberg
1,The Artist,Jean Dujardin|BÃ©rÃ©nice Bejo|John Goodman|James Cromwell|Penelope Ann Miller,100,Drama|Comedy|Romance,2011-05-15,2011,14540970,129349549,114808579,Jean Dujardin
1,Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,102,Comedy|Romance|Family,2011-07-06,2011,77551843,164654932,87103089,Kevin James
1,Cowboys & Aliens,Daniel Craig|Olivia Wilde|Harrison Ford|Sam Rockwell|Walton Goggins,119,Action|Science Fiction|Thriller|Western,2011-07-29,2011,158011880,169472419,11460539,Daniel Craig
1,War Horse,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell|Emily Watson|Jeremy Irvine,146,Drama|War,2011-12-25,2011,63980270,172150434,108170164,Tom Hiddleston
1,50/50,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,100,Comedy|Drama,2011-09-30,2011,7755184,37988560,30233376,Joseph Gordon-Levitt
1,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,107,Animation|Comedy|Family|Western|Adventure,2011-03-02,2011,130868735,238204949,107336214,Johnny Depp
1,The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,112,Comedy,2011-08-05,2011,50408698,73141505,22732807,Olivia Wilde
1,Hugo,Asa Butterfield|ChloÃ« Grace Moretz|Ben Kingsley|Sacha Baron Cohen|Jude Law,126,Adventure|Drama|Family,2011-11-22,2011,164797667,180085229,15287562,Asa Butterfield
1,The Lincoln Lawyer,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas,119,Crime|Drama|Thriller,2011-03-17,2011,38775921,82799096,44023175,Matthew McConaughey
1,Ghost Rider: Spirit of Vengeance,Nicolas Cage|CiarÃ¡n Hinds|Violante Placido|Fergus Riordan|Johnny Whitworth,95,Action|Fantasy|Thriller,2011-12-10,2011,55255688,144651011,89395323,Nicolas Cage
1,One Day,Anne Hathaway|Jim Sturgess|Patricia Clarkson|Romola Garai|Heida Reed,107,Drama|Romance,2011-03-02,2011,14540970,57572000,43031030,Anne Hathaway
1,Killer Elite,Jason Statham|Clive Owen|Robert De Niro|Dominic Purcell|Yvonne Strahovski,116,Action|Adventure|Thriller,2011-09-23,2011,63980270,56009013,-7971257,Jason Statham
1,The Rite,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Toby Jones|CiarÃ¡n Hinds,114,Drama|Thriller|Horror,2011-01-28,2011,35867727,93108387,57240660,Anthony Hopkins
1,Winnie the Pooh,Jim Cummings|Travis Oates|Jim Cummings|Bud Luckey|Craig Ferguson,63,Animation|Family,2011-04-13,2011,29081941,14017495,-15064446,Jim Cummings
1,The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,110,Adventure|Action|Thriller|Comedy,2011-08-31,2011,72704853,128226625,55521772,Milla Jovovich
